class_name,label,filename,H_hist_bin_0,H_hist_bin_1,H_hist_bin_2,H_hist_bin_3,H_hist_bin_4,H_hist_bin_5,H_hist_bin_6,H_hist_bin_7,S_hist_bin_0,S_hist_bin_1,S_hist_bin_2,S_hist_bin_3,S_hist_bin_4,S_hist_bin_5,S_hist_bin_6,S_hist_bin_7,V_hist_bin_0,V_hist_bin_1,V_hist_bin_2,V_hist_bin_3,V_hist_bin_4,V_hist_bin_5,V_hist_bin_6,V_hist_bin_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,edge_density
Anwar Ratool,0,IMG_20210630_102834.png,0.24142272770404816,0.9684828519821167,0.0002269863907713443,0.03777053579688072,0.0412888266146183,0.024991201236844063,0.0,0.0,0.2707163989543915,0.28048330545425415,0.7366685271263123,0.5446997880935669,0.07299643754959106,0.05727412924170494,0.007384721655398607,6.806194869568571e-05,0.009258843958377838,0.005663176532834768,0.04371732473373413,0.43417686223983765,0.8184338808059692,0.3702338933944702,0.050459202378988266,0.002876534126698971,129.24983176006256,0.6537431325585846,0.47109521463898274,0.9866213094520542,31.0,1.0,0.6329619926021393,0.0005516014234875445,0.00043129234664774545,440.8611554812956,341.3071545422146,0.07598609318345452
Anwar Ratool,0,IMG_20210630_102839.png,0.3515417277812958,0.933204174041748,0.00023270635574590415,0.05784045532345772,0.044446911662817,0.015074199996888638,0.0,0.0,0.23683151602745056,0.2463303506374359,0.9207475781440735,0.17950361967086792,0.05580565333366394,0.01092974841594696,0.0008524595177732408,0.0002131148794433102,0.010715370997786522,0.005277720279991627,0.025237098336219788,0.4698450267314911,0.7957202792167664,0.37938812375068665,0.0337454229593277,0.014873575419187546,124.22798785034828,0.676657415816622,0.5043981667498931,0.9873072510363854,46.0,7.0,0.6646500948194668,0.0008726334560078916,0.000687922474128133,413.252229532503,308.76337481883365,0.08089807217672174
Anwar Ratool,0,IMG_20210630_102859.png,0.17684109508991241,0.983329713344574,0.0014945556176826358,0.026374511420726776,0.026440447196364403,0.019824841991066933,0.0,0.0,0.21368056535720825,0.26735085248947144,0.7120065093040466,0.5790814757347107,0.19895876944065094,0.031158773228526115,0.004466567188501358,0.0,0.009386575780808926,0.005304248537868261,0.028576292097568512,0.3209209144115448,0.9090538024902344,0.2629907429218292,0.02310541830956936,0.0002499384281691164,119.31014350411961,0.6687809373174238,0.48678839570384197,0.9871576052416003,24.0,0.0,0.8308469221979328,0.00046944683514591975,0.0003665521191294387,468.3139729651897,260.61720641798587,0.06422391451156911
Anwar Ratool,0,IMG_20210630_102913.png,0.16556714475154877,0.9849259257316589,0.00036299219937063754,0.026519782841205597,0.03192196041345596,0.028035808354616165,0.0,0.0,0.27156051993370056,0.23332731425762177,0.6552393436431885,0.6186522245407104,0.1895199865102768,0.14593712985515594,0.050167057663202286,0.003441736800596118,0.01108988095074892,0.006183624733239412,0.0342567004263401,0.4763132929801941,0.8210576176643372,0.3117940425872803,0.020960455760359764,0.0006386842578649521,117.30119495825834,0.6672628597370273,0.47061825152110787,0.9872124940189786,38.0,3.0,0.7780289736335168,0.0006840930366529848,0.0005399261153736857,467.259491317154,293.5456802424333,0.06386465452183274
Anwar Ratool,0,IMG_20210630_102920.png,0.21822786331176758,0.9741634130477905,0.00034034287091344595,0.027976185083389282,0.040024321526288986,0.031583819538354874,0.0,0.0,0.2694760859012604,0.29422032833099365,0.6214508414268494,0.6624318361282349,0.10947046428918839,0.056868817657232285,0.02412697859108448,5.367514677345753e-05,0.007661202922463417,0.004081414546817541,0.03673273324966431,0.400434672832489,0.7759932279586792,0.4854147434234619,0.020840296521782875,0.00041042157681658864,122.00251759914048,0.6124727470844401,0.3890212460093923,0.9870259137317794,30.0,4.0,0.7229944336252072,0.0004092769440654843,0.0003200204813108039,515.4304478266674,356.0871118574483,0.05999629868603354
Anwar Ratool,0,IMG_20210630_102934.png,0.38101163506507874,0.9217256307601929,8.565427560824901e-05,0.025846177712082863,0.06484028697013855,0.01948634721338749,0.0,0.0,0.2527935802936554,0.19743113219738007,0.49087414145469666,0.7631279230117798,0.25776079297065735,0.07890957593917847,0.033575866371393204,0.0,0.009215318597853184,0.0052696047350764275,0.004075507167726755,0.3789702355861664,0.7357977628707886,0.5608105063438416,0.01858638785779476,0.00018171050760429353,131.8883122873782,0.5927983331537795,0.3639986322835024,0.9863147042814524,62.0,31.0,0.6271991065360759,0.00098262964371751,0.00078125,380.4670471340113,296.330168935248,0.04797063080562194
Anwar Ratool,0,IMG_20210630_102950.png,0.4702428877353668,0.8806383013725281,4.5407770812744275e-05,0.03475964814424515,0.04504450783133507,0.01051189936697483,0.0,0.0,0.22966639697551727,0.16616740822792053,0.49362069368362427,0.4769453704357147,0.4996347427368164,0.3875937759876251,0.22048911452293396,0.004920586012303829,0.009560243226587772,0.0045754313468933105,0.004069725517183542,0.35307881236076355,0.9062484502792358,0.23137232661247253,0.019674353301525116,9.632486762711778e-05,142.0567183686021,0.5975028739233853,0.38743038413337094,0.984127193023592,36.0,10.207106781186548,0.49199675561005746,0.0005863096692236283,0.0004639055694440865,404.5585788469344,352.2074980937339,0.06624695853275028
Anwar Ratool,0,IMG_20210630_103000.png,0.27204737067222595,0.9604659676551819,3.64040388376452e-05,0.021023333072662354,0.05325910821557045,0.01472543366253376,0.0,0.0,0.2185988873243332,0.11444903910160065,0.4112060070037842,0.7300544381141663,0.43448585271835327,0.1877317726612091,0.11411385983228683,0.0017063755076378584,0.008966955356299877,0.005154401995241642,0.0323321595788002,0.4051530361175537,0.8946295380592346,0.18466390669345856,0.01535671018064022,0.00017039345402736217,129.3407575876402,0.5952067561997856,0.36497420914557965,0.9846601936646779,37.0,2.2071067811865475,0.6706740617033855,0.0005213690870404554,0.0004318696454000047,483.91319272512834,358.94366772995426,0.0583898237640332
Anwar Ratool,0,IMG_20210630_103004.png,0.2845518887042999,0.9571994543075562,0.00013893166033085436,0.04156041517853737,0.03044588305056095,0.012047359719872475,0.0,0.0,0.1889037787914276,0.13485203683376312,0.481257826089859,0.7976177334785461,0.2278863787651062,0.13941283524036407,0.0832347646355629,0.0055777463130652905,0.008549163118004799,0.0059492806904017925,0.009486057795584202,0.5062509775161743,0.8443059921264648,0.17437949776649475,0.015833517536520958,2.3422364392899908e-05,135.5643040323021,0.6058056372075921,0.3897561282869711,0.9840156039700492,29.0,0.0,0.6778609873692801,0.0004552661737232924,0.0003577023176643272,457.7799764304355,336.5553062341754,0.05887580746711763
Anwar Ratool,0,IMG_20210630_103018.png,0.5653427839279175,0.8178308010101318,2.1652347641065717e-05,0.02706543542444706,0.10263212770223618,0.01656404510140419,0.0,0.0,0.269074946641922,0.11406709998846054,0.5064089894294739,0.7631711363792419,0.27266037464141846,0.03691060096025467,0.0010005885269492865,0.0,0.007741743233054876,0.0045945062302052975,0.0037215501070022583,0.2095094919204712,0.6430930495262146,0.7362926006317139,0.01775776781141758,0.0,129.64549571670216,0.6138988266248687,0.3556142176588953,0.9875733635187198,29.0,0.0,0.5764546691451499,0.0004445330104082039,0.0003607683121019108,443.3097151529955,362.2412816807394,0.045551951691126226
Anwar Ratool,0,IMG_20210630_103027.png,0.5905020833015442,0.8023098707199097,4.595525751938112e-05,0.04618503525853157,0.0727701485157013,0.01332702487707138,0.0,0.0,0.23842103779315948,0.1178245097398758,0.2845572829246521,0.8839445114135742,0.25628820061683655,0.035020746290683746,0.005653820000588894,0.0,0.007943115197122097,0.004838079214096069,0.0038993475027382374,0.1779739260673523,0.6157599091529846,0.7672567963600159,0.0194967370480299,0.0004814009298570454,132.33762572525058,0.6281304784447393,0.39430349168652845,0.9876740809655701,36.0,3.0,0.7132588055082189,0.0005553327368648382,0.00045362903225806454,485.63582905442627,340.38252201267113,0.05422289903194854
Anwar Ratool,0,IMG_20210630_103032.png,0.4869960844516754,0.8676663637161255,8.760103810345754e-05,0.08955015987157822,0.04235510155558586,0.013293457217514515,0.0,0.0,0.26106712222099304,0.13827452063560486,0.6826406717300415,0.638349175453186,0.19172878563404083,0.04943299666047096,0.0057159592397511005,5.7446828577667475e-05,0.007840626873075962,0.0035916646011173725,0.003309965366497636,0.18240021169185638,0.6659368276596069,0.7229809165000916,0.021714311093091965,2.347493136767298e-05,122.77450391953583,0.6164343279264666,0.3753618684931168,0.9884322060224477,27.0,0.0,0.8143988473599728,0.00043003217277737076,0.0003575969485060394,521.4749141272091,302.61478058947927,0.04138712899204738
Anwar Ratool,0,IMG_20210630_103040.png,0.6545937061309814,0.7482583522796631,2.253179445688147e-05,0.03332452476024628,0.10085231065750122,0.01829581707715988,0.0,0.0,0.2873710095882416,0.09537059813737869,0.45400720834732056,0.760866105556488,0.32766589522361755,0.12463237345218658,0.0196077860891819,5.9962650993838906e-05,0.009944024495780468,0.003986991010606289,0.0030019695404917,0.2285952866077423,0.5568653345108032,0.798242449760437,0.018175987526774406,0.00011726443335646763,127.07919099325223,0.6236707003277591,0.3702607307936541,0.9881155867825524,35.0,2.0,0.8182711871920655,0.0005264662083903672,0.00041569177049063504,534.1478627192018,307.04548678752855,0.04404768351730417
Anwar Ratool,0,IMG_20210630_103046.png,0.8024758696556091,0.591972827911377,0.0,0.030570508912205696,0.06323988735675812,0.02582523599267006,0.0,0.0,0.20939233899116516,0.07419616729021072,0.2531314492225647,0.841977596282959,0.41074103116989136,0.09294558316469193,0.017346788197755814,2.8625063350773416e-05,0.009892142377793789,0.004523542709648609,0.00377790373750031,0.23671549558639526,0.721057653427124,0.6506941914558411,0.02249343879520893,0.0003728194278664887,130.64582310252632,0.6356431139315784,0.39435847931500284,0.9873828333706073,42.0,7.0,0.8240726539003724,0.0006499938095827659,0.0005148636224333435,496.80460322398636,281.4319197327879,0.04967368821454686
Anwar Ratool,0,IMG_20210630_103050.png,0.6593045592308044,0.7473690509796143,4.670618727686815e-05,0.061138398945331573,0.05231092870235443,0.016814228147268295,0.0,0.0,0.2365524172782898,0.11565524339675903,0.3005094826221466,0.8813650608062744,0.24958789348602295,0.03486298397183418,0.006850562524050474,0.0,0.00782233290374279,0.003934870474040508,0.004219318740069866,0.1308462917804718,0.5944736003875732,0.7929238080978394,0.02564777061343193,0.00021333634504117072,136.5310198068424,0.6280983866313248,0.39936264702762153,0.9875780207916206,28.0,0.0,0.6877801401727753,0.0004433115371827552,0.0003698566805362922,463.8468710392415,336.71528368626457,0.05590581150687325
