class_name,label,filename,H_hist_bin_0,H_hist_bin_1,H_hist_bin_2,H_hist_bin_3,H_hist_bin_4,H_hist_bin_5,H_hist_bin_6,H_hist_bin_7,S_hist_bin_0,S_hist_bin_1,S_hist_bin_2,S_hist_bin_3,S_hist_bin_4,S_hist_bin_5,S_hist_bin_6,S_hist_bin_7,V_hist_bin_0,V_hist_bin_1,V_hist_bin_2,V_hist_bin_3,V_hist_bin_4,V_hist_bin_5,V_hist_bin_6,V_hist_bin_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,edge_density,dark_pixels_ratio,dark_area_ratio
Class_I,0,IMG_20210703_151539.png,0.9220021963119507,0.3871844410896301,0.0004991299356333911,0.0,0.0,0.0,0.0,0.0,0.06577011942863464,0.042593590915203094,0.022949310019612312,0.06998403370380402,0.18342924118041992,0.4766681492328644,0.8527393937110901,0.02030528523027897,0.007345778401941061,0.01769888959825039,0.33943411707878113,0.9386162757873535,0.05372114107012749,0.02303977869451046,0.0,0.0,51.70980775496904,0.5791376516179627,0.3914038550068162,0.9891655133984669,57.0,11.242640687119286,0.8429750991203248,0.0007113351886286206,0.0005531832298136646,616.1641413668532,331.4670918050023,0.0793062384564528,0.010861539194435842,0.011647571636138438
Class_I,0,IMG_20210703_151605.png,0.999952495098114,0.009562460705637932,0.0018908821512013674,2.1610081603284925e-05,0.0,0.0,0.0,0.0,0.04423484951257706,0.027676433324813843,0.012430672533810139,0.02759735845029354,0.06852684915065765,0.229524627327919,0.9630450010299683,0.10736875236034393,0.007161666639149189,0.0034388620406389236,0.0047639282420277596,0.09677714854478836,0.4654294550418854,0.8795126080513,0.0195289496332407,0.0,51.86278734185711,0.6305787684965644,0.3717403772959985,0.9936931960923663,30.0,1.4142135623730951,0.9232558422917659,0.0003386004514672686,0.00028735632183908046,768.5782450554223,295.27676867037184,0.052502776200433046,0.006292264467400942,0.006399094084844082
Class_I,0,IMG_20210703_151609.png,0.9999634623527527,0.007834543474018574,0.0034095931332558393,5.014107591705397e-05,0.0,0.0,0.0,0.0,0.049761295318603516,0.02305707521736622,0.014624163508415222,0.030547067523002625,0.08612600713968277,0.2424551099538803,0.9638604521751404,0.024818379431962967,0.007643015589565039,0.00488093588501215,0.006186302285641432,0.10285910218954086,0.6646775007247925,0.7399347424507141,1.8918355635832995e-05,0.0,49.72119748206705,0.6484973168202661,0.40913786160490623,0.9938305205986484,30.0,1.0,0.85179070422553,0.00039529337356541445,0.00032224800206238723,589.3202473899863,308.73440835950584,0.057646138499003026,0.0066317107334548115,0.0066688978964461465
Class_I,0,IMG_20210703_151611.png,0.9999697804450989,0.00737183028832078,0.002472610678523779,0.0,0.0,0.0,0.0,0.0,0.04551931098103523,0.02328174002468586,0.01187743991613388,0.024570638313889503,0.07038362324237823,0.20376010239124298,0.9713233709335327,0.08185318112373352,0.00749053293839097,0.0047098249197006226,0.007681706920266151,0.19925512373447418,0.8838655352592468,0.4230152368545532,0.0,0.0,52.90351544114985,0.6059685875698112,0.3640282951020454,0.9923676776418806,38.0,1.0,0.840563176339955,0.000436912180651689,0.00035848380219241145,648.7808221235024,351.4533481489184,0.07608903084347715,0.006628248639045168,0.00669658109924151
Class_I,0,IMG_20210703_151624.png,0.9992568492889404,0.038460057228803635,0.0025590588338673115,0.0,0.0,0.0,0.0,0.0,0.03907464072108269,0.02791045792400837,0.010716238059103489,0.017504336312413216,0.06541728973388672,0.23224258422851562,0.9646509289741516,0.09222511202096939,0.00801880657672882,0.005516483914107084,0.009042483754456043,0.33343449234962463,0.8657467365264893,0.3729977309703827,0.0003791397903114557,3.791397830354981e-05,51.76842796192977,0.6142939769827166,0.3857875126114475,0.9924046765052282,36.0,4.0,0.7434531900526823,0.0004431860150190816,0.000357540123947243,528.0563536756833,353.15773894579945,0.07018725400695089,0.006975887435083841,0.007130378979642768
Class_I,0,IMG_20210703_151659.png,0.983019232749939,0.18348021805286407,0.0028722165152430534,0.0,0.0,0.0,0.0,0.0,0.060915663838386536,0.03996780514717102,0.039935402572155,0.10068906098604202,0.2409408986568451,0.9601831436157227,0.05435426905751228,0.00029161752900108695,0.006464858073741198,0.0025255833752453327,0.02276201918721199,0.8582218289375305,0.507928192615509,0.06998566538095474,0.00011118920519948006,0.0,62.59118226288038,0.5988206090608443,0.41205920798026757,0.9909013878134119,16.0,0.0,0.8210912873693842,0.00020024279438819568,0.0001514133489793794,569.034734624533,324.80326089925154,0.06087697812583122,0.005410142935976368,0.005485884937080038
Class_I,0,IMG_20210703_151705.png,0.9704318046569824,0.2413720190525055,0.0012880698777735233,0.0,0.0,0.0,0.0,0.0,0.0569913424551487,0.042149368673563004,0.03489704057574272,0.09141307324171066,0.22293627262115479,0.9614931344985962,0.1059790551662445,0.00035265021142549813,0.005179048050194979,0.0038017944898456335,0.011434076353907585,0.8997484445571899,0.43098002672195435,0.06735631823539734,0.00018650312267709523,0.0,63.8511703864997,0.5920221375333782,0.40122758958891536,0.9904916343855417,33.0,0.0,0.6876445878575422,0.00033615499801362955,0.00025657771972382906,578.0671948175379,419.70422114108277,0.060463265595632,0.005066337674945393,0.005177574629884314
Class_I,0,IMG_20210703_151712.png,0.9629924297332764,0.26952454447746277,0.0014523484278470278,0.0,0.0,0.0,0.0,0.0,0.07433770596981049,0.0503336638212204,0.04855408892035484,0.10285134613513947,0.1804853081703186,0.8806267380714417,0.4134276509284973,0.001921132206916809,0.007018567994236946,0.00582117447629571,0.2321101278066635,0.8777815699577332,0.41481396555900574,0.0589117594063282,0.0,0.0,56.202252557524126,0.5993346208480678,0.43949186306955174,0.9907451756334453,33.0,0.0,0.8747490906400169,0.0004054004250562032,0.00032758244158113123,628.6460886546805,304.626890504494,0.06744581558932775,0.006242571801114662,0.006334883398913031
Class_I,0,IMG_20210703_151732.png,0.8252289891242981,0.5647962689399719,0.001495245029218495,3.250532608944923e-05,0.0,0.0,0.0,0.0,0.08990537375211716,0.0389547236263752,0.09291502088308334,0.2564394772052765,0.6127311587333679,0.7352303862571716,0.0013874286087229848,0.0,0.005964691750705242,0.004082873463630676,0.012282224372029305,0.4632129371166229,0.8834800720214844,0.0685015469789505,0.0010585227282717824,0.0,61.9355707613772,0.607978564820238,0.3796051591482913,0.9916663170873934,30.0,0.0,0.7782076309520969,0.0003614501379534693,0.0002802690582959641,585.1066077840693,367.4510878632199,0.06530461049495015,0.006166783461807989,0.0062602195748656855
Class_I,0,IMG_20210703_151739.png,0.6727333664894104,0.7398824095726013,0.0019328442867845297,1.7257538274861872e-05,0.0,0.0,0.0,0.0,0.08782339096069336,0.046673230826854706,0.07832720130681992,0.13864438235759735,0.4226350486278534,0.875636100769043,0.13925562798976898,0.00039294580346904695,0.007730423938483,0.007938842289149761,0.03003118187189102,0.5448243618011475,0.8274585008621216,0.13208036124706268,0.002993644680827856,0.0,66.2418739364976,0.6278558675199682,0.4053566928406287,0.9913575604920082,32.0,2.0,0.783399117480723,0.00041435748692184184,0.0003177250883672902,568.0226018710349,353.03681909775327,0.0616317006408203,0.007734725746632832,0.007942123755611947
