Folder,Label,Filename,Hue_Mean,Hue_Std,Saturation_Mean,Aspect_Ratio
Anwar Ratool,0,IMG_20210630_102834.png,21.430151090808568,30.009170462945153,41.99969183638325,0.8102981029810298
Anwar Ratool,0,IMG_20210630_102839.png,20.205971123256383,29.009312688502412,35.213203904614296,0.8102981029810298
Anwar Ratool,0,IMG_20210630_102859.png,20.546455665225547,27.74981300333368,43.66735550298647,0.8102981029810298
Anwar Ratool,0,IMG_20210630_102913.png,21.441118090110667,29.58565994651992,48.186529624493566,0.8102981029810298
Anwar Ratool,0,IMG_20210630_102920.png,24.896019697660105,31.392900692321447,51.107593671806924,0.9186991869918699
Anwar Ratool,0,IMG_20210630_102934.png,25.37052677947274,30.866619809152375,59.171507368783935,0.7669376693766937
Anwar Ratool,0,IMG_20210630_102950.png,22.981575646145153,27.393846166858843,71.14522106351805,0.7669376693766937
Anwar Ratool,0,IMG_20210630_103000.png,24.907633242999097,29.077801692721458,69.12429643527204,0.8455284552845529
Anwar Ratool,0,IMG_20210630_103004.png,23.739320771134132,27.729075185636205,62.420307982344035,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103018.png,26.23931623931624,32.662814083619345,58.78999555881846,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103027.png,23.768949796521376,30.38008882705305,57.61068965204702,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103032.png,25.38163344844151,31.109936999789607,54.346430287045344,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103040.png,25.7510672431139,33.05344275920108,60.97181209270287,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103046.png,23.493188677706176,30.466197811982465,63.45480418014883,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103050.png,23.262247237856993,30.013470695422086,57.032139652500206,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103118.png,19.726939844649284,28.774128989502195,48.31224225285731,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103128.png,22.858632111225326,28.91930681644806,52.6621188050961,0.7073170731707317
Anwar Ratool,0,IMG_20210630_103131.png,20.9586154389972,30.17895149416626,42.10211998441055,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103135.png,20.59744768016242,28.962334266552183,48.26142244700039,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103138.png,20.163426416872863,28.620513459209317,47.54908411960374,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103141.png,19.50951228575831,28.364005951034894,45.28850459073153,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103144.png,19.011864299244998,28.191382609511436,46.2959730266199,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103155.png,22.658572839909002,29.157922887156708,57.47608559697637,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103158.png,21.630049578087753,27.596693573750894,53.09342795769095,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103202.png,20.5140712945591,26.72198847717151,50.20536385965866,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103205.png,20.492844259546274,31.445728298335975,63.36030671343503,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103208.png,19.580408044883125,27.064031908616442,70.71454079089285,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103212.png,18.56183665515585,25.574939652336013,63.97043442006326,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103215.png,18.291287126918093,25.8167815505075,68.86926611741033,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103224.png,25.67354157752104,29.633500702735248,55.59095706746541,0.7723577235772358
Anwar Ratool,0,IMG_20210630_103228.png,29.04704933336959,31.311965386404825,63.3623279042155,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103247.png,22.58461258733993,29.6459223181191,50.86514801250249,0.8482384823848238
Anwar Ratool,0,IMG_20210630_103305.png,23.244192190349576,31.6237339477384,53.40913739326073,0.8617886178861789
Anwar Ratool,0,IMG_20210630_103338.png,21.434021263289555,30.579786643608713,76.03715184309034,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103346.png,21.175317907025224,28.639503332523574,74.7683062783805,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103356.png,19.29114631352499,22.4896538115903,73.83445552668586,0.7886178861788617
Anwar Ratool,0,IMG_20210630_103400.png,19.08734482533829,23.968528809340615,64.1622756777396,0.7886178861788617
Anwar Ratool,0,IMG_20210630_103405.png,19.927799077321875,26.366493596050635,74.09563042118715,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103410.png,21.64291087726931,30.068875777813446,75.18510663367503,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103417.png,18.6117410337983,24.109532427939623,80.51628282169109,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103422.png,18.65999583072754,23.869748493166565,65.41917502787068,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103444.png,22.041366433731227,23.695131488781495,76.5712537727384,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103448.png,23.197079696549473,24.944911016303124,76.17347798896049,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103454.png,23.06577480490524,24.63590810820076,75.82603257470701,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103501.png,23.605568697827447,27.302806287511856,54.843190037251546,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103507.png,21.785037750043053,23.17203028172619,73.98988498246186,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103510.png,23.516310012598453,25.555202240791562,74.93297441335618,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103514.png,22.94114981283592,25.070197534391294,72.41062801932367,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103523.png,20.707008909553977,25.621553282779193,47.564537618620335,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103534.png,19.067025586643826,25.201348558431913,48.43122059983142,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103539.png,20.96341010232845,26.683001917946527,49.86505152676945,0.8102981029810298
Anwar Ratool,0,IMG_20210630_103544.png,21.129229319049042,26.93602094107431,51.623541887592786,0.8102981029810298
